Year,Company,Region,Product Category,Sub-Category,Revenue (USD),Profit (USD),Units Sold,Customer Segment
2014,Apple,South America,Services,Apple Music,880104,109133,9763,Enterprise
2020,Microsoft,Europe,Gaming,Games,3844918,558769,9765,Retail
2014,Microsoft,Asia-Pacific,Hardware,Surface Devices,25959329,8386194,2653,Retail
2015,Microsoft,Global,Cloud Services,Azure Subscriptions,1605623,205302,411,Education
2023,Microsoft,Europe,Software,Operating Systems,31363594,8549900,3796,Education
2022,Apple,Europe,Services,Apple Music,16544079,4513020,6408,Education
2021,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,20245656,7727486,965,Education
2017,Apple,South America,Accessories,Chargers,34973629,6709381,4462,Retail
2014,Apple,Global,Accessories,Chargers,8448625,3251758,2128,Enterprise
2023,Apple,Asia-Pacific,Wearables,Apple Watch,3544305,1252741,8403,Education
2021,Apple,Africa,Accessories,AirPods,13180740,1605599,226,Retail
2016,Microsoft,Africa,Hardware,Surface Devices,47222298,10369342,5691,Small & Medium Business
2014,Microsoft,South America,Software,Operating Systems,29424159,9624371,5105,Enterprise
2016,Apple,Europe,Wearables,Apple Watch,10187713,2982322,1773,Enterprise
2020,Microsoft,Africa,Cloud Services,Azure Subscriptions,25812402,10479316,8814,Enterprise
2017,Microsoft,South America,Cloud Services,Azure Subscriptions,2273629,899244,7720,Small & Medium Business
2020,Apple,Asia-Pacific,Consumer Electronics,Smartphones,48002507,5244158,6805,Retail
2017,Microsoft,Global,Cloud Services,Azure Subscriptions,27839368,6192528,9012,Retail
2022,Microsoft,South America,Hardware,Surface Devices,30899373,13033777,5751,Retail
2021,Apple,Global,Services,iCloud,49174616,7248790,1579,Enterprise
2014,Microsoft,Europe,Software,Operating Systems,30572449,10750588,6051,Small & Medium Business
2021,Apple,Europe,Consumer Electronics,Tablets,38707661,5550915,5354,Retail
2014,Apple,North America,Consumer Electronics,Tablets,33730637,13328157,1173,Education
2022,Microsoft,Asia-Pacific,Cloud Services,Azure Subscriptions,48140047,13572934,2047,Enterprise
2017,Microsoft,South America,Hardware,Surface Devices,14748001,7338269,6732,Enterprise
2022,Apple,North America,Accessories,AirPods,21678154,2197686,2218,Small & Medium Business
2017,Apple,Asia-Pacific,Accessories,Chargers,16986947,3238352,4067,Small & Medium Business
2015,Apple,Asia-Pacific,Accessories,Chargers,20032227,5540620,8572,Retail
2015,Microsoft,Europe,Hardware,Surface Devices,19317716,6587085,873,Small & Medium Business
2023,Apple,Africa,Consumer Electronics,Tablets,14802190,3024205,7007,Retail
2020,Microsoft,Europe,Software,Office Suite,10378757,2924780,9126,Small & Medium Business
2017,Microsoft,South America,Cloud Services,Enterprise Solutions,10733320,4837323,2128,Retail
2020,Microsoft,North America,Cloud Services,Enterprise Solutions,25406408,6295883,3250,Small & Medium Business
2016,Apple,South America,Services,iCloud,48770496,5142499,6568,Enterprise
2021,Apple,Global,Wearables,Apple Watch,19900453,3679996,6063,Retail
2022,Apple,North America,Services,iCloud,16958087,7836847,5707,Small & Medium Business
2017,Apple,North America,Accessories,AirPods,38215585,15508760,1245,Small & Medium Business
2023,Apple,South America,Wearables,Fitness Bands,16281610,3425872,7653,Small & Medium Business
2021,Microsoft,North America,Hardware,Surface Devices,43433147,7496806,7068,Enterprise
2023,Microsoft,North America,Software,Operating Systems,44133684,15615584,2749,Education
2022,Microsoft,Europe,Hardware,PC Accessories,39848229,19803987,5319,Enterprise
2014,Apple,Europe,Accessories,Chargers,22383668,10361030,1461,Small & Medium Business
2022,Microsoft,Global,Hardware,Surface Devices,10000688,3853637,4901,Retail
2014,Apple,Global,Wearables,Fitness Bands,15412831,2116313,6699,Enterprise
2022,Apple,South America,Services,Apple Music,47441394,13304805,707,Retail
2022,Microsoft,Global,Software,Operating Systems,33360867,7255254,7397,Enterprise
2023,Apple,North America,Accessories,Chargers,32834107,8386930,8328,Small & Medium Business
2017,Apple,Asia-Pacific,Services,iCloud,35941124,14730985,3243,Education
2019,Apple,North America,Consumer Electronics,Smartphones,19749985,7113006,8188,Enterprise
2021,Microsoft,North America,Hardware,PC Accessories,14006006,2186508,9352,Education
2020,Apple,Africa,Accessories,Chargers,44575592,9078270,7473,Retail
2018,Apple,North America,Consumer Electronics,Tablets,3691656,744602,7247,Education
2016,Apple,Europe,Wearables,Fitness Bands,10723549,3175669,2603,Education
2017,Microsoft,Asia-Pacific,Cloud Services,Enterprise Solutions,41254204,15850617,1295,Small & Medium Business
2019,Microsoft,South America,Software,Office Suite,19042754,4741946,7469,Enterprise
2017,Apple,Europe,Accessories,AirPods,1682095,302494,1972,Small & Medium Business
2020,Microsoft,Global,Software,Operating Systems,46226335,18634833,9521,Enterprise
2023,Microsoft,South America,Gaming,Games,46624201,22909145,7936,Small & Medium Business
2023,Apple,Africa,Wearables,Fitness Bands,4772182,1713736,8074,Enterprise
2014,Apple,Asia-Pacific,Accessories,Chargers,1774021,817585,6973,Education
2020,Microsoft,Europe,Cloud Services,Enterprise Solutions,6353159,1921206,252,Retail
2015,Apple,South America,Wearables,Apple Watch,18177842,7198198,5305,Education
2016,Microsoft,Asia-Pacific,Cloud Services,Enterprise Solutions,17344678,7745384,4404,Enterprise
2022,Apple,Africa,Accessories,Chargers,41618170,13511261,1213,Small & Medium Business
2023,Microsoft,Asia-Pacific,Hardware,PC Accessories,41719514,20776068,2058,Education
2017,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,29546566,6995391,7614,Retail
2017,Apple,South America,Wearables,Fitness Bands,23444081,8230181,2188,Small & Medium Business
2014,Apple,Europe,Accessories,AirPods,13973924,4377914,823,Enterprise
2022,Apple,Africa,Services,iCloud,45136174,16508480,7511,Small & Medium Business
2023,Microsoft,Global,Cloud Services,Azure Subscriptions,20037843,4598294,2654,Small & Medium Business
2021,Microsoft,Global,Gaming,Xbox Consoles,10913994,2255132,7179,Retail
2015,Microsoft,Asia-Pacific,Software,Office Suite,42040208,11287083,7706,Small & Medium Business
2023,Microsoft,North America,Gaming,Games,7360551,3592899,8405,Education
2021,Microsoft,North America,Software,Office Suite,6667571,1850570,3610,Education
2015,Microsoft,Global,Cloud Services,Enterprise Solutions,5804704,1213163,9278,Retail
2019,Microsoft,Asia-Pacific,Software,Operating Systems,19149643,5416340,1962,Education
2020,Microsoft,Europe,Software,Office Suite,4201252,1295713,962,Retail
2019,Apple,Asia-Pacific,Accessories,Chargers,49016994,16440512,1802,Retail
2014,Apple,Asia-Pacific,Services,iCloud,44354666,16289226,1859,Education
2014,Apple,Asia-Pacific,Wearables,Apple Watch,23963911,3762001,6610,Education
2014,Microsoft,Global,Hardware,PC Accessories,11848133,1609904,6232,Enterprise
2015,Microsoft,Europe,Hardware,Surface Devices,23207369,3169837,8910,Education
2022,Microsoft,South America,Gaming,Xbox Consoles,41635614,19123118,6247,Small & Medium Business
2014,Apple,South America,Accessories,Chargers,48818708,19146310,9347,Retail
2022,Apple,Global,Wearables,Fitness Bands,35927000,15864695,5274,Small & Medium Business
2015,Apple,Global,Accessories,AirPods,29166522,5242640,190,Education
2015,Apple,Africa,Accessories,AirPods,3224587,535525,5620,Enterprise
2015,Apple,Asia-Pacific,Accessories,AirPods,42159912,18784982,8614,Education
2017,Apple,Asia-Pacific,Wearables,Fitness Bands,10393016,1707295,807,Enterprise
2021,Apple,South America,Services,iCloud,30932100,3996329,6364,Enterprise
2017,Microsoft,Africa,Software,Operating Systems,19399495,5237196,8626,Enterprise
2020,Microsoft,Europe,Gaming,Xbox Consoles,43356565,9232807,6021,Small & Medium Business
2019,Microsoft,North America,Cloud Services,Enterprise Solutions,8242383,2776141,9847,Enterprise
2023,Apple,South America,Services,iCloud,17281363,7780766,192,Education
2021,Apple,South America,Consumer Electronics,Smartphones,41977969,7555218,1110,Enterprise
2023,Apple,Africa,Accessories,AirPods,43266037,6585816,7819,Retail
2017,Apple,Global,Consumer Electronics,Tablets,25866849,4956950,5848,Education
2023,Apple,Africa,Services,iCloud,5919677,1994295,5916,Education
2016,Microsoft,North America,Hardware,PC Accessories,23751963,6559225,8343,Education
2018,Apple,South America,Accessories,Chargers,10963511,2293359,6693,Education
2018,Apple,Asia-Pacific,Wearables,Apple Watch,6695368,3042517,232,Education
2015,Apple,Global,Wearables,Fitness Bands,11336737,5657839,2430,Education
2019,Apple,Asia-Pacific,Consumer Electronics,Tablets,44873257,11526053,1950,Small & Medium Business
2021,Apple,Europe,Services,iCloud,36794853,6788893,8260,Education
2018,Microsoft,Africa,Gaming,Games,39921470,15487346,9401,Education
2014,Microsoft,North America,Software,Office Suite,49705428,5430063,9086,Retail
2015,Microsoft,Africa,Hardware,Surface Devices,33493914,11402425,2707,Enterprise
2018,Microsoft,North America,Hardware,Surface Devices,17091005,5156011,7145,Small & Medium Business
2017,Microsoft,Africa,Gaming,Xbox Consoles,41362832,5261379,7120,Small & Medium Business
2019,Apple,Europe,Consumer Electronics,Tablets,21688982,8861603,6701,Enterprise
2020,Apple,South America,Wearables,Apple Watch,5999771,1907683,8089,Enterprise
2021,Microsoft,Asia-Pacific,Software,Office Suite,17897668,7233615,5913,Education
2018,Apple,Africa,Services,Apple Music,40153400,14833749,7952,Education
2018,Apple,Africa,Consumer Electronics,Smartphones,5495410,877395,406,Small & Medium Business
2019,Apple,Asia-Pacific,Accessories,Chargers,19985145,8733349,6360,Small & Medium Business
2021,Microsoft,North America,Cloud Services,Enterprise Solutions,20305667,6114483,1253,Retail
2014,Microsoft,Europe,Cloud Services,Azure Subscriptions,13524974,5214683,6007,Education
2020,Microsoft,North America,Cloud Services,Enterprise Solutions,15340102,7124090,5480,Small & Medium Business
2018,Microsoft,South America,Hardware,PC Accessories,29630928,11366229,3566,Enterprise
2019,Microsoft,Asia-Pacific,Software,Operating Systems,28113197,5434162,1005,Enterprise
2015,Apple,Europe,Wearables,Apple Watch,42953802,4442120,6526,Enterprise
2022,Microsoft,Europe,Hardware,PC Accessories,20966474,9648624,1746,Education
2022,Apple,Europe,Services,Apple Music,23682853,10315074,7371,Small & Medium Business
2021,Apple,Europe,Wearables,Apple Watch,40790143,17333380,6357,Small & Medium Business
2019,Apple,Global,Consumer Electronics,Tablets,14957149,6564230,961,Retail
2014,Microsoft,South America,Cloud Services,Enterprise Solutions,48983277,22272935,2782,Enterprise
2017,Microsoft,North America,Software,Office Suite,8336059,3541201,815,Enterprise
2022,Apple,Europe,Accessories,AirPods,38616423,15197397,4803,Retail
2023,Microsoft,South America,Gaming,Xbox Consoles,19409606,7090310,938,Small & Medium Business
2020,Microsoft,Global,Cloud Services,Enterprise Solutions,14403066,2727904,6651,Small & Medium Business
2020,Microsoft,South America,Gaming,Games,47961418,13122997,5236,Retail
2020,Microsoft,South America,Cloud Services,Azure Subscriptions,5939984,2493447,3750,Education
2015,Microsoft,Global,Software,Office Suite,28072835,5586786,1666,Retail
2017,Apple,Global,Services,iCloud,48185503,18279367,6597,Small & Medium Business
2017,Apple,Global,Services,iCloud,17452229,4342183,4245,Small & Medium Business
2017,Apple,Global,Consumer Electronics,Tablets,30410437,8117709,3572,Retail
2019,Apple,South America,Consumer Electronics,Smartphones,1711462,748371,2785,Education
2018,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,40355820,19217821,9120,Education
2021,Apple,North America,Accessories,AirPods,7020591,2094012,5245,Retail
2022,Microsoft,South America,Cloud Services,Enterprise Solutions,18444363,8240874,7117,Education
2016,Microsoft,Asia-Pacific,Cloud Services,Enterprise Solutions,23149819,7562706,7364,Enterprise
2017,Microsoft,North America,Hardware,PC Accessories,5741990,805539,7501,Enterprise
2015,Microsoft,North America,Hardware,Surface Devices,31955015,15087081,2828,Education
2015,Apple,South America,Wearables,Fitness Bands,4081429,1940657,6099,Education
2023,Microsoft,Europe,Gaming,Games,3448805,657719,9805,Small & Medium Business
2022,Apple,Asia-Pacific,Wearables,Apple Watch,581986,92307,7437,Small & Medium Business
2017,Apple,Europe,Consumer Electronics,Smartphones,35237561,10771732,5656,Retail
2020,Apple,Africa,Wearables,Apple Watch,29779173,3771582,8341,Education
2019,Apple,North America,Wearables,Apple Watch,45175146,20805971,1987,Small & Medium Business
2023,Apple,Europe,Services,Apple Music,20264935,5347288,2612,Small & Medium Business
2023,Microsoft,North America,Software,Office Suite,7500121,862719,1829,Retail
2019,Apple,Africa,Consumer Electronics,Smartphones,33687589,7243461,1242,Retail
2017,Apple,Africa,Consumer Electronics,Smartphones,27200348,12517916,1929,Small & Medium Business
2022,Apple,South America,Wearables,Fitness Bands,31658048,7387652,7299,Education
2018,Microsoft,North America,Cloud Services,Enterprise Solutions,19849830,9460217,6393,Retail
2022,Microsoft,South America,Hardware,PC Accessories,18199478,2372760,7848,Enterprise
2015,Microsoft,South America,Cloud Services,Azure Subscriptions,17098789,5992414,9129,Education
2014,Microsoft,Europe,Gaming,Games,32634210,13044417,3069,Enterprise
2016,Apple,Global,Wearables,Fitness Bands,10779911,2072827,7022,Retail
2015,Apple,North America,Consumer Electronics,Smartphones,29130856,13585664,9649,Enterprise
2020,Microsoft,Global,Hardware,PC Accessories,35032881,16763808,7569,Education
2015,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,40426628,13515487,1393,Enterprise
2021,Microsoft,North America,Gaming,Xbox Consoles,29933008,4720875,5303,Enterprise
2023,Apple,Europe,Accessories,Chargers,35835305,14229813,8356,Retail
2014,Apple,Europe,Consumer Electronics,Tablets,21667109,5601935,2789,Enterprise
2022,Microsoft,Africa,Cloud Services,Enterprise Solutions,10949741,1380543,6986,Small & Medium Business
2023,Apple,North America,Consumer Electronics,Tablets,10447204,3882093,5468,Education
2018,Microsoft,Global,Cloud Services,Azure Subscriptions,46033472,10165675,5815,Education
2014,Microsoft,Africa,Cloud Services,Enterprise Solutions,24770156,5767596,5599,Retail
2017,Apple,Africa,Accessories,Chargers,14717203,4238831,1308,Enterprise
2016,Microsoft,North America,Cloud Services,Azure Subscriptions,16263746,3949435,4933,Education
2023,Apple,North America,Consumer Electronics,Smartphones,13243769,2198613,9043,Retail
2023,Microsoft,South America,Software,Office Suite,33310147,10001044,1859,Enterprise
2015,Apple,Global,Services,Apple Music,15484511,4881249,6105,Retail
2015,Microsoft,Europe,Gaming,Games,7223486,1149841,8601,Retail
2015,Microsoft,Africa,Gaming,Xbox Consoles,47151435,19872141,1465,Education
2015,Apple,Global,Services,iCloud,37971367,17637922,4148,Education
2016,Apple,Global,Accessories,AirPods,44463999,19587663,6416,Small & Medium Business
2020,Apple,Europe,Accessories,Chargers,9937579,2406124,2917,Small & Medium Business
2014,Microsoft,Europe,Gaming,Games,42847798,11058338,7500,Education
2018,Microsoft,Europe,Gaming,Xbox Consoles,24668646,5038384,4987,Retail
2016,Apple,Global,Accessories,AirPods,45172448,9586910,2174,Small & Medium Business
2023,Microsoft,Africa,Hardware,PC Accessories,18966234,8993503,9623,Small & Medium Business
2017,Microsoft,Global,Hardware,PC Accessories,4735270,1355921,7399,Retail
2015,Microsoft,Global,Cloud Services,Azure Subscriptions,41318504,5469512,2264,Retail
2019,Microsoft,Global,Hardware,PC Accessories,20303696,7541848,2055,Retail
2019,Microsoft,Asia-Pacific,Cloud Services,Azure Subscriptions,7620705,1018024,3209,Small & Medium Business
2014,Apple,Asia-Pacific,Wearables,Fitness Bands,23939886,3577478,9395,Retail
2017,Apple,South America,Services,iCloud,49689294,13579742,7786,Retail
2019,Microsoft,Asia-Pacific,Gaming,Games,45454133,19817484,5748,Small & Medium Business
2020,Microsoft,Asia-Pacific,Cloud Services,Azure Subscriptions,19978510,9084034,1328,Small & Medium Business
2017,Microsoft,Europe,Gaming,Xbox Consoles,23600005,10142794,9500,Retail
2021,Microsoft,South America,Hardware,Surface Devices,37038425,15000867,4710,Small & Medium Business
2017,Apple,Global,Wearables,Fitness Bands,25471341,3388303,9011,Retail
2020,Microsoft,North America,Software,Office Suite,19968969,2765506,9578,Enterprise
2014,Microsoft,Asia-Pacific,Software,Office Suite,15380245,3292554,5214,Retail
2016,Apple,Asia-Pacific,Consumer Electronics,Tablets,20811459,5604107,8880,Retail
2020,Microsoft,Asia-Pacific,Hardware,PC Accessories,14524826,2879203,1289,Enterprise
2016,Microsoft,North America,Gaming,Xbox Consoles,10317305,4199525,4787,Enterprise
2023,Apple,Europe,Wearables,Fitness Bands,47775417,11210047,2490,Education
2014,Apple,Africa,Wearables,Fitness Bands,44104238,17356084,1410,Retail
2019,Apple,Africa,Consumer Electronics,Tablets,46412189,14791950,5975,Retail
2023,Apple,North America,Consumer Electronics,Tablets,28905571,2994150,4065,Small & Medium Business
2019,Apple,Asia-Pacific,Services,Apple Music,34236395,9637510,6926,Enterprise
2023,Apple,North America,Services,iCloud,2576848,320156,6571,Retail
2018,Apple,South America,Consumer Electronics,Tablets,33149206,12627524,5813,Education
2016,Microsoft,Africa,Gaming,Games,16944899,7923309,4577,Small & Medium Business
2015,Apple,South America,Services,Apple Music,23144155,2994845,9919,Small & Medium Business
2021,Apple,Europe,Accessories,Chargers,37197913,14182100,130,Education
2015,Microsoft,South America,Cloud Services,Azure Subscriptions,29034955,7497173,557,Education
2022,Microsoft,North America,Cloud Services,Enterprise Solutions,20170944,9254659,9678,Education
2023,Apple,Africa,Consumer Electronics,Smartphones,20437054,8585871,4229,Education
2022,Microsoft,North America,Cloud Services,Azure Subscriptions,41264303,5406099,5261,Small & Medium Business
2015,Microsoft,Africa,Hardware,PC Accessories,49439726,20738100,8492,Small & Medium Business
2015,Microsoft,Europe,Hardware,Surface Devices,14292380,6332308,2347,Retail
2015,Microsoft,Africa,Hardware,Surface Devices,35482312,12185525,9924,Retail
2020,Apple,Europe,Services,Apple Music,41244584,8923781,9676,Enterprise
2020,Apple,North America,Wearables,Fitness Bands,21811221,7602475,1613,Retail
2023,Apple,Europe,Accessories,AirPods,1995426,305495,9533,Retail
2017,Apple,South America,Consumer Electronics,Smartphones,25101960,9479377,906,Retail
2019,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,2587224,789565,1792,Enterprise
2014,Apple,Africa,Services,iCloud,1787755,672054,9377,Small & Medium Business
2017,Microsoft,Europe,Gaming,Xbox Consoles,36869697,11350751,8371,Small & Medium Business
2016,Apple,Asia-Pacific,Consumer Electronics,Tablets,11254610,4822741,7862,Enterprise
2016,Apple,North America,Accessories,AirPods,35773449,7402341,4370,Retail
2020,Microsoft,Asia-Pacific,Hardware,Surface Devices,544988,88065,9783,Education
2017,Apple,North America,Consumer Electronics,Tablets,36767628,15167149,5864,Enterprise
2018,Microsoft,Europe,Software,Operating Systems,5039085,1597021,2095,Education
2016,Apple,Africa,Accessories,AirPods,22341786,10402446,4163,Education
2015,Apple,Global,Wearables,Fitness Bands,29245225,6920389,8749,Education
2019,Apple,Asia-Pacific,Consumer Electronics,Smartphones,31564080,14830647,7972,Retail
2021,Microsoft,North America,Hardware,Surface Devices,7795164,2162611,2726,Education
2017,Apple,North America,Wearables,Fitness Bands,7776744,2206869,629,Education
2014,Apple,North America,Services,Apple Music,31305807,11621196,8444,Small & Medium Business
2022,Apple,South America,Consumer Electronics,Tablets,33497902,9389762,2915,Enterprise
2022,Microsoft,Asia-Pacific,Gaming,Xbox Consoles,3707420,851949,1198,Education
2020,Apple,Africa,Consumer Electronics,Smartphones,37047836,17801122,8993,Enterprise
2014,Apple,Africa,Services,iCloud,15999724,4904785,9932,Education
2022,Apple,Europe,Services,iCloud,23172051,11578745,3682,Education
2019,Apple,Africa,Services,iCloud,27254133,4727621,3151,Small & Medium Business
2017,Microsoft,South America,Software,Operating Systems,38824800,8618185,7990,Education
2020,Microsoft,Europe,Hardware,Surface Devices,4474596,1118168,804,Retail
2014,Apple,Europe,Wearables,Fitness Bands,44014033,7027715,6342,Enterprise
2023,Microsoft,Africa,Hardware,PC Accessories,13892829,2559692,9517,Small & Medium Business
2020,Microsoft,Europe,Gaming,Games,13036705,2165336,5412,Enterprise
2014,Microsoft,South America,Cloud Services,Azure Subscriptions,9503963,3530418,6770,Small & Medium Business
2020,Apple,Europe,Accessories,Chargers,29176612,11265612,8930,Small & Medium Business
2020,Apple,Europe,Services,Apple Music,32638892,10515894,434,Enterprise
2021,Microsoft,Europe,Cloud Services,Azure Subscriptions,37696945,15679793,2728,Enterprise
2023,Apple,Asia-Pacific,Wearables,Apple Watch,27540518,5716503,2365,Retail
2015,Apple,Asia-Pacific,Accessories,AirPods,2599223,926270,7096,Education
2015,Microsoft,South America,Gaming,Games,2689715,1232587,5222,Retail
2022,Microsoft,North America,Gaming,Xbox Consoles,9562152,1081354,1858,Small & Medium Business
2018,Microsoft,South America,Hardware,Surface Devices,35083377,16564408,7347,Enterprise
2017,Apple,Europe,Wearables,Fitness Bands,45479564,19780269,3542,Retail
2018,Apple,Africa,Services,Apple Music,49773808,22758042,6539,Small & Medium Business
2015,Apple,South America,Consumer Electronics,Smartphones,31002574,3282239,5030,Enterprise
2021,Microsoft,Global,Software,Operating Systems,38263836,5551567,4666,Small & Medium Business
2020,Apple,North America,Wearables,Apple Watch,29176520,3792707,6079,Small & Medium Business
2016,Apple,Africa,Wearables,Apple Watch,13914749,5825838,3881,Retail
2014,Apple,Asia-Pacific,Services,Apple Music,19117988,5643340,5306,Education
2021,Microsoft,Asia-Pacific,Cloud Services,Enterprise Solutions,17793141,6280504,2020,Enterprise
2015,Apple,Africa,Accessories,AirPods,36285356,16842152,279,Small & Medium Business
2015,Microsoft,Global,Software,Operating Systems,22415109,5354694,1803,Enterprise
2015,Microsoft,Africa,Cloud Services,Azure Subscriptions,26218530,6878869,3479,Small & Medium Business
2023,Apple,Global,Consumer Electronics,Smartphones,44011772,21780775,7305,Small & Medium Business
2019,Apple,Africa,Consumer Electronics,Smartphones,12054521,3414813,6471,Enterprise
2017,Apple,South America,Wearables,Fitness Bands,10306715,4962600,8458,Retail
2018,Microsoft,Global,Cloud Services,Azure Subscriptions,4079777,646884,7612,Enterprise
2014,Apple,Africa,Accessories,Chargers,16460935,3768292,9784,Enterprise
2021,Apple,North America,Accessories,AirPods,37950373,5190341,4538,Enterprise
2016,Microsoft,Global,Software,Office Suite,48211919,20658968,7049,Enterprise
2015,Apple,North America,Accessories,AirPods,35207350,10629530,9435,Retail
2016,Microsoft,South America,Cloud Services,Azure Subscriptions,42556079,13643628,7767,Retail
2014,Apple,Global,Accessories,Chargers,36209532,13259733,8804,Enterprise
2014,Apple,Asia-Pacific,Wearables,Apple Watch,39296429,10216345,1060,Small & Medium Business
2016,Apple,Asia-Pacific,Accessories,AirPods,40346254,7120549,8867,Education
2021,Microsoft,Europe,Gaming,Games,46015722,16454304,5114,Small & Medium Business
2023,Apple,South America,Services,iCloud,3783244,1685281,4858,Education
2020,Apple,Global,Accessories,Chargers,12611968,2759566,4617,Small & Medium Business
2018,Microsoft,North America,Software,Operating Systems,13667332,1542073,9471,Retail
2017,Apple,Africa,Wearables,Fitness Bands,18696897,2920786,8158,Enterprise
2015,Microsoft,North America,Cloud Services,Enterprise Solutions,21079756,3883244,7928,Education
2015,Apple,Asia-Pacific,Consumer Electronics,Tablets,17352113,4791107,4784,Retail
2018,Microsoft,North America,Software,Office Suite,36621812,12010610,5120,Education
2016,Apple,North America,Consumer Electronics,Smartphones,10383522,4202811,1557,Small & Medium Business
2021,Microsoft,North America,Hardware,PC Accessories,46715641,11240483,7112,Enterprise
2021,Apple,South America,Consumer Electronics,Smartphones,37833760,18838294,3890,Enterprise
2019,Apple,Africa,Services,Apple Music,40288098,9624305,4178,Retail
2023,Apple,Africa,Services,Apple Music,42088164,15098863,5800,Enterprise
2017,Microsoft,Global,Hardware,Surface Devices,7921831,3121868,5119,Enterprise
2016,Microsoft,South America,Hardware,Surface Devices,43833215,15740122,509,Education
2017,Microsoft,Africa,Cloud Services,Azure Subscriptions,14641599,2235033,6214,Education
2023,Microsoft,North America,Cloud Services,Azure Subscriptions,16660893,5125891,5693,Small & Medium Business
2018,Apple,Global,Wearables,Apple Watch,14566196,5719774,5006,Enterprise
2014,Apple,Europe,Services,iCloud,7934035,3005930,4384,Enterprise
2023,Microsoft,Asia-Pacific,Software,Office Suite,28984758,12581473,7620,Enterprise
2023,Microsoft,North America,Cloud Services,Azure Subscriptions,48011349,13025389,2893,Enterprise
2020,Apple,North America,Accessories,Chargers,16425594,1927794,9069,Small & Medium Business
2021,Apple,Global,Consumer Electronics,Tablets,49859911,7335796,231,Retail
2015,Microsoft,Global,Gaming,Games,20826185,7342115,3309,Retail
2016,Apple,Europe,Accessories,AirPods,43451723,5093160,6287,Education
2019,Apple,Asia-Pacific,Services,Apple Music,6445072,3102681,3222,Enterprise
2014,Microsoft,Global,Gaming,Xbox Consoles,25436138,7433560,6999,Enterprise
2016,Microsoft,Africa,Cloud Services,Azure Subscriptions,20556219,9042479,8704,Retail
2015,Apple,South America,Consumer Electronics,Tablets,8853063,2876814,8053,Enterprise
2015,Microsoft,North America,Software,Operating Systems,21867887,3939308,5276,Retail
